WKT,neighborhood,boroughCode,borough,@id
"POLYGON ((-73.8485970000002 40.8716700000001,-73.8458225368368 40.8702390762362,-73.8545591846337 40.8599538357643,-73.8546654330683 40.8595856949881,-73.856388703359 40.8575936353045,-73.8688818091534 40.8572231501583,-73.8683175527282 40.8578620622583,-73.8695537146723 40.8577840956002,-73.8710248576207 40.8573099488169,-73.8704805499872 40.8654135840985,-73.8705548985649 40.8697027985899,-73.8672159444256 40.8696896636367,-73.85745 40.8695330000002,-73.8555500000001 40.8718130000001,-73.8535979675766 40.8732883686742,-73.8485970000002 40.8716700000001))",Allerton,"2",Bronx,http://nyc.pediacities.com/Resource/Neighborhood/Allerton
"POLYGON ((-73.7433326819639 40.7388830992604,-73.7437139888894 40.7394032488949,-73.7440155883506 40.740774866189,-73.7499027983065 40.7397660065437,-73.7514517303029 40.7402341513597,-73.7534931436411 40.7423878817947,-73.7484426826702 40.7433414452265,-73.7457349867485 40.7429503781369,-73.7447645572186 40.7433316862888,-73.7464795803781 40.7468463207216,-73.743763292185 40.7475585906716,-73.7441027238368 40.7481863340343,-73.7456631440827 40.7515780164934,-73.746020308342 40.7526644103625,-73.7475059433907 40.7561384089299,-73.7504626791591 40.7593922093765,-73.7524216045021 40.7600876090128,-73.7534776328632 40.7588130243055,-73.7564507049812 40.7588915767399,-73.7579784666999 40.7586649336613,-73.7597774230309 40.7578476406519,-73.7606719303619 40.7569937242137,-73.7607268443749 40.75590199233,-73.760150060011 40.7550493069327,-73.7606661687627 40.7548748677084,-73.7614213585375 40.7557447401176,-73.761310971296 40.7569624717957,-73.7616629882571 40.7581497156257,-73.7609327945658 40.7590315370509,-73.7596247050564 40.7592198242994,-73.7588654466414 40.7599420439581,-73.7580538753355 40.7601269448371,-73.7579223460616 40.7604249738937,-73.7583978580823 40.7620084949657,-73.756992424616 40.7622746205692,-73.750025013424 40.7637489926652,-73.7492870519647 40.763087690904,-73.7462167073649 40.7642256499077,-73.7449603503156 40.7621534123619,-73.7444216818426 40.7604909608153,-73.7426837874691 40.7587853704987,-73.7408405198127 40.7560089046367,-73.7392920808643 40.7570547567896,-73.7391620778007 40.7562952062721,-73.7397603039245 40.7554447937864,-73.7409832571666 40.7548727104215,-73.7413307390569 40.7545925764364,-73.7418468418437 40.7534650599402,-73.7413480742688 40.7524692490958,-73.740913211936 40.7519838138742,-73.7398945907203 40.751337851054,-73.7382982358693 40.7492218807731,-73.7373691337662 40.7483450331938,-73.7367232256816 40.7479174775297,-73.7358776472693 40.7475273848981,-73.7354179904089 40.7471420011437,-73.7351583251506 40.7465564344431,-73.7350435381086 40.7461150344245,-73.7350506640355 40.7448748495469,-73.7347560460864 40.744117851373,-73.733745601204 40.7428385758763,-73.7332075020619 40.7417961908929,-73.7337938214376 40.7389875325015,-73.7384772699256 40.7381168525342,-73.7401553662553 40.7385312242947,-73.7412865288293 40.7388136410813,-73.7430322642034 40.7384417601235,-73.7433326819639 40.7388830992604))",Alley Pond Park,"4",Queens,http://nyc.pediacities.com/Resource/Neighborhood/Alley_Pond_Park
"POLYGON ((-74.169827 40.5610780000002,-74.169822572595 40.5610573275359,-74.16707 40.5482050000002,-74.1669229885939 40.547941861937,-74.1668900000001 40.5478470000002,-74.166854983005 40.5478201376479,-74.16683 40.5477790000003,-74.1662330000002 40.5473430000002,-74.1652960000001 40.5442730000002,-74.1699239999999 40.5422250000002,-74.1772822778045 40.5406295640405,-74.177331 40.5406190000002,-74.177403 40.5424790000002,-74.176498 40.5444870000001,-74.180721 40.5466730000001,-74.17959 40.5480660000001,-74.178814 40.5496600000002,-74.17933 40.5498880000002,-74.18209 40.5511040000001,-74.183181 40.5552010000002,-74.18464 40.5538070000001,-74.185508 40.55424,-74.185657 40.5540960000002,-74.186093 40.5545490000002,-74.188265 40.5532750000002,-74.18781 40.552821,-74.187074 40.552424,-74.1885761782736 40.5507141155563,-74.18931802622 40.5511334961605,-74.1905683942257 40.5520023180467,-74.1924169382322 40.5537544772041,-74.19769 40.5588870000002,-74.1940760000001 40.5620790000002,-74.1931474454512 40.5626443467635,-74.192592136823 40.5627327886734,-74.1924068710911 40.5642722309469,-74.1907942166231 40.5643916672247,-74.1903352247376 40.563048806038,-74.1894625901715 40.5636400324521,-74.1852540000002 40.5645490000003,-74.1843713379258 40.5651629305855,-74.1843114804936 40.566526514507,-74.1828459671506 40.5666511045176,-74.182633980307 40.5655555175136,-74.1815810000001 40.5653130000003,-74.177945 40.5639830000002,-74.1765940000001 40.5632410000003,-74.174888 40.5628260000002,-74.1714630000001 40.5613750000002,-74.169827 40.5610780000002))",Arden Heights,"5",Staten Island,http://nyc.pediacities.com/Resource/Neighborhood/Arden_Heights
"POLYGON ((-74.159748158743 40.6414165257902,-74.1599787569963 40.6414464808364,-74.1603665567037 40.6415795387927,-74.1611124252219 40.6418354537374,-74.1611789710471 40.6420066123308,-74.1613480397163 40.643500988698,-74.1614598592412 40.644291429576,-74.1614603600532 40.6442949697649,-74.1579875954067 40.643861788966,-74.1574334920101 40.643302857779,-74.1575530521179 40.6432482917784,-74.1579158940678 40.643082694453,-74.1581345160337 40.6426325306631,-74.1582754371735 40.6425633838384,-74.1584034767242 40.6425416038819,-74.1584849583913 40.6425384668858,-74.1585504377057 40.6424975013065,-74.1585761059831 40.6424293511026,-74.1586612596053 40.6423051054572,-74.1587437814762 40.6420038398483,-74.1588109374531 40.6417586347403,-74.1592002453458 40.6416504039774,-74.1594560243821 40.6414483333241,-74.159748158743 40.6414165257902))",Arlington,"5",Staten Island,http://nyc.pediacities.com/Resource/Neighborhood/Arlington
"POLYGON ((-74.0607798934539 40.5931880046834,-74.0607917644859 40.5931779485405,-74.0621527443255 40.5920250405423,-74.0630401857028 40.5910903208564,-74.0650333235629 40.5889909988707,-74.0644819546091 40.5883988301248,-74.0643600372126 40.5882678911748,-74.0645232995171 40.5883539222435,-74.06477833033 40.5884883107259,-74.0671987557015 40.5867516789762,-74.0672227681701 40.586734450263,-74.0694160918909 40.5846512953344,-74.0704848376418 40.5850794428895,-74.08024 40.5900670000003,-74.08241 40.5932070000002,-74.0837520000001 40.5954910000002,-74.085875 40.5958900000002,-74.0855929054167 40.5965843267229,-74.085513 40.5967810000002,-74.0853695531406 40.5969148701516,-74.0849435179842 40.59731246262,-74.084809 40.5974380000002,-74.0847421827866 40.597462256007,-74.08171 40.5985630000002,-74.077164 40.5983900000003,-74.0749 40.5976140000002,-74.073872 40.5976370000003,-74.073623 40.5972100000003,-74.0646380000001 40.6001830000003,-74.062076 40.5968410000002,-74.061829 40.5963060000003,-74.0623970000001 40.5958500000002,-74.062829 40.5952360000002,-74.0607798934539 40.5931880046834))",Arrochar,"5",Staten Island,http://nyc.pediacities.com/Resource/Neighborhood/Arrochar
